{ _pinturaperfis   // Cor Pintura Perfil
   *AZZERA*            =0
   DESCRIZIONE         =Cor Pintura Perfil
   ALIAS               =
   OBBLIGATO           =False
   CLASSE              =^3;6;120;120;3,7;#FOTO\MADEIRA\;2;3;;;1;
   MEMO                =1Código 1800Descrição 5250Preview 4725material base 2115cod pintura 1200LITRO PINTURA POR ML 3225rgb 1200COLUNA 6 = QUANTIDADE EM LITROS DE ACORDO COM METRO LINEAR UTILIZADO

   { 
      //       ,Descrição        ,Preview                           ,mate,cod pi,LITRO ,rgb
      005.436  ,4030 R30BAC      ,001.jpg                           ,4   ,4458  ,      ,142;97;130
      005.437  ,4030 R40BAC      ,001.jpg                           ,4   ,4458  ,      ,136;103;141
      005.438  ,4030 R50BAC      ,001.jpg                           ,4   ,4458  ,      ,114;103;145
      005.439  ,4030 R60BAC      ,001.jpg                           ,4   ,4458  ,      ,102;113;154
      005.440  ,4030 R70BAC      ,001.jpg                           ,4   ,4458  ,      ,88;113;153
      005.441  ,4030 R80BAC      ,001.jpg                           ,4   ,4458  ,      ,85;121;153
      005.442  ,4030 R90BAC      ,001.jpg                           ,4   ,4458  ,      ,158;133;77
      005.443  ,4030 YAC         ,001.jpg                           ,4   ,4458  ,      ,165;131;76
      005.444  ,4030 Y10RAC      ,001.jpg                           ,4   ,4458  ,      ,166;126;75
      005.445  ,4030 Y20RAC      ,001.jpg                           ,4   ,4458  ,      ,173;123;78
      005.446  ,4030 Y30RAC      ,001.jpg                           ,4   ,4458  ,      ,167;114;74
      005.447  ,4030 Y40RAC      ,001.jpg                           ,4   ,4458  ,      ,171;112;78
      005.448  ,4030 Y50RAC      ,001.jpg                           ,4   ,4458  ,      ,167;105;79
      005.449  ,4030 Y60RAC      ,001.jpg                           ,4   ,4458  ,      ,168;104;86
      005.450  ,4030 Y70RAC      ,001.jpg                           ,4   ,4458  ,      ,164;102;92
      005.451  ,4030 Y80RAC      ,001.jpg                           ,4   ,4458  ,      ,161;99;95
      005.452  ,4030 Y90RAC      ,001.jpg                           ,4   ,4458  ,      ,16;108;141
      005.453  ,4040 BAC         ,001.jpg                           ,4   ,4458  ,      ,4;109;132
      005.454  ,4040 B10GAC      ,001.jpg                           ,4   ,4458  ,      ,0;119;135
      005.455  ,4040 B20GAC      ,001.jpg                           ,4   ,4458  ,      ,0;120;129
      005.456  ,4040 B30GAC      ,001.jpg                           ,4   ,4458  ,      ,5;122;127
      005.457  ,4040 B40GAC      ,001.jpg                           ,4   ,4458  ,      ,0;123;122
      005.458  ,4040 B50GAC      ,001.jpg                           ,4   ,4458  ,      ,0;121;116
      005.459  ,4040 B60GAC      ,001.jpg                           ,4   ,4458  ,      ,0;121;111
      005.460  ,4040 B70GAC      ,001.jpg                           ,4   ,4458  ,      ,0;122;104
      005.461  ,4040 B80GAC      ,001.jpg                           ,4   ,4458  ,      ,20;124;100
      005.462  ,4040 B90GAC      ,001.jpg                           ,4   ,4458  ,      ,39;123;90
      005.463  ,4040 GAC         ,001.jpg                           ,4   ,4458  ,      ,59;124;82
      005.464  ,4040 G10YAC      ,001.jpg                           ,4   ,4458  ,      ,75;125;77
      005.465  ,4040 G20YAC      ,001.jpg                           ,4   ,4458  ,      ,90;129;71
      005.466  ,4040 G30YAC      ,001.jpg                           ,4   ,4458  ,      ,108;128;67
      005.467  ,4040 G40YAC      ,001.jpg                           ,4   ,4458  ,      ,119;129;64
      005.468  ,4040 G50YAC      ,001.jpg                           ,4   ,4458  ,      ,130;133;65
      005.469  ,4040 G60YAC      ,001.jpg                           ,4   ,4458  ,      ,134;132;63
      005.470  ,4040 G70YAC      ,001.jpg                           ,4   ,4458  ,      ,141;129;55
      005.471  ,4040 G80YAC      ,001.jpg                           ,4   ,4458  ,      ,149;130;54
      005.472  ,4040 G90YAC      ,001.jpg                           ,4   ,4458  ,      ,154;74;77
      005.473  ,4040 RAC         ,001.jpg                           ,4   ,4458  ,      ,147;69;82
      005.474  ,4040 R10BAC      ,001.jpg                           ,4   ,4458  ,      ,148;67;93
      005.475  ,4040 R20BAC      ,001.jpg                           ,4   ,4458  ,      ,137;65;100
      005.476  ,4040 R30BAC      ,001.jpg                           ,4   ,4458  ,      ,132;71;116
      005.477  ,4040 R40BAC      ,001.jpg                           ,4   ,4458  ,      ,117;74;125
      005.478  ,4040 R50BAC      ,001.jpg                           ,4   ,4458  ,      ,102;80;135
      005.479  ,4040 R60BAC      ,001.jpg                           ,4   ,4458  ,      ,81;92;148
      005.480  ,4040 R70BAC      ,001.jpg                           ,4   ,4458  ,      ,71;98;149
      005.481  ,4040 R80BAC      ,001.jpg                           ,4   ,4458  ,      ,51;101;145
      005.482  ,4040 R90BAC      ,001.jpg                           ,4   ,4458  ,      ,156;127;61
      005.483  ,4040 YAC         ,001.jpg                           ,4   ,4458  ,      ,161;121;53
      005.484  ,4040 Y10RAC      ,001.jpg                           ,4   ,4458  ,      ,165;120;61
      005.485  ,4040 Y20RAC      ,001.jpg                           ,4   ,4458  ,      ,166;111;59
      005.486  ,4040 Y30RAC      ,001.jpg                           ,4   ,4458  ,      ,164;100;56
      005.487  ,4040 Y40RAC      ,001.jpg                           ,4   ,4458  ,      ,166;98;60
      005.488  ,4040 Y50RAC      ,001.jpg                           ,4   ,4458  ,      ,164;91;60
      005.489  ,4040 Y60RAC      ,001.jpg                           ,4   ,4458  ,      ,161;88;68
      005.490  ,4040 Y70RAC      ,001.jpg                           ,4   ,4458  ,      ,159;80;70
      005.491  ,4040 Y80RAC      ,001.jpg                           ,4   ,4458  ,      ,158;80;75
      005.492  ,4040 Y90RAC      ,001.jpg                           ,4   ,4458  ,      ,0;97;138
      005.493  ,4050 BAC         ,001.jpg                           ,4   ,4458  ,      ,0;99;130
      005.494  ,4050 B10GAC      ,001.jpg                           ,4   ,4458  ,      ,0;106;124
      005.495  ,4050 B20GAC      ,001.jpg                           ,4   ,4458  ,      ,0;109;122
      005.496  ,4050 B30GAC      ,001.jpg                           ,4   ,4458  ,      ,0;107;113
      005.497  ,4050 B40GAC      ,001.jpg                           ,4   ,4458  ,      ,0;108;108
      005.498  ,4050 B50GAC      ,001.jpg                           ,4   ,4458  ,      ,0;105;100
      005.499  ,4050 B60GAC      ,001.jpg                           ,4   ,4458  ,      ,0;106;95
      005.500  ,4050 B70GAC      ,001.jpg                           ,4   ,4458  ,      ,0;109;91
      005.501  ,4050 B80GAC      ,001.jpg                           ,4   ,4458  ,      ,0;106;81
      005.502  ,4050 B90GAC      ,001.jpg                           ,4   ,4458  ,      ,0;108;71
      005.503  ,4050 GAC         ,001.jpg                           ,4   ,4458  ,      ,25;114;65
      005.504  ,4050 G10YAC      ,001.jpg                           ,4   ,4458  ,      ,50;115;56
      005.505  ,4050 G20YAC      ,001.jpg                           ,4   ,4458  ,      ,73;114;50
      005.506  ,4050 G30YAC      ,001.jpg                           ,4   ,4458  ,      ,93;120;41
      005.507  ,4050 G40YAC      ,001.jpg                           ,4   ,4458  ,      ,107;120;39
      005.508  ,4050 G50YAC      ,001.jpg                           ,4   ,4458  ,      ,123;125;38
      005.509  ,4050 G60YAC      ,001.jpg                           ,4   ,4458  ,      ,131;126;35
      005.510  ,4050 G70YAC      ,001.jpg                           ,4   ,4458  ,      ,130;120;23
      005.511  ,4050 G80YAC      ,001.jpg                           ,4   ,4458  ,      ,143;122;32
      005.512  ,4050 G90YAC      ,001.jpg                           ,4   ,4458  ,      ,138;42;50
      005.513  ,4050 RAC         ,001.jpg                           ,4   ,4458  ,      ,123;29;51
      005.514  ,4050 R10BAC      ,001.jpg                           ,4   ,4458  ,      ,128;26;64
      005.515  ,4050 R20BAC      ,001.jpg                           ,4   ,4458  ,      ,125;27;77
      005.516  ,4050 R30BAC      ,001.jpg                           ,4   ,4458  ,      ,116;41;97
      005.517  ,4050 R40BAC      ,001.jpg                           ,4   ,4458  ,      ,106;43;107
      005.518  ,4050 R50BAC      ,001.jpg                           ,4   ,4458  ,      ,76;54;125
      005.519  ,4050 R60BAC      ,001.jpg                           ,4   ,4458  ,      ,57;66;135
      005.520  ,4050 R70BAC      ,001.jpg                           ,4   ,4458  ,      ,9;71;132
      005.521  ,4050 R80BAC      ,001.jpg                           ,4   ,4458  ,      ,0;81;136
      005.522  ,4050 R90BAC      ,001.jpg                           ,4   ,4458  ,      ,152;122;41
      005.523  ,4050 YAC         ,001.jpg                           ,4   ,4458  ,      ,157;113;32
      005.524  ,4050 Y10RAC      ,001.jpg                           ,4   ,4458  ,      ,161;107;30
      005.525  ,4050 Y20RAC      ,001.jpg                           ,4   ,4458  ,      ,164;100;38
      005.526  ,4050 Y30RAC      ,001.jpg                           ,4   ,4458  ,      ,160;90;34
      005.527  ,4050 Y40RAC      ,001.jpg                           ,4   ,4458  ,      ,158;82;38
      005.528  ,4050 Y50RAC      ,001.jpg                           ,4   ,4458  ,      ,158;77;45
      005.529  ,4050 Y60RAC      ,001.jpg                           ,4   ,4458  ,      ,154;66;41
      005.530  ,4050 Y70RAC      ,001.jpg                           ,4   ,4458  ,      ,142;56;43
      005.531  ,4050 Y80RAC      ,001.jpg                           ,4   ,4458  ,      ,138;49;47
      005.532  ,4050 Y90RAC      ,001.jpg                           ,4   ,4458  ,      ,1;85;131
      005.533  ,4055 BAC         ,001.jpg                           ,4   ,4458  ,      ,0;97;104
      005.534  ,4055 B40GAC      ,001.jpg                           ,4   ,4458  ,      ,37;45;124
      005.535  ,4055 R70BAC      ,001.jpg                           ,4   ,4458  ,      ,162;118;32
      005.536  ,4055 Y10RAC      ,001.jpg                           ,4   ,4458  ,      ,143;142;141
      005.537  ,4500 NAC         ,001.jpg                           ,4   ,4458  ,      ,137;140;144
      005.538  ,4502 BAC         ,001.jpg                           ,4   ,4458  ,      ,137;142;140
      005.539  ,4502 GAC         ,001.jpg                           ,4   ,4458  ,      ,147;140;141
      005.540  ,4502 RAC         ,001.jpg                           ,4   ,4458  ,      ,144;142;134
      005.541  ,4502 YAC         ,001.jpg                           ,4   ,4458  ,      ,0;71;115
      005.542  ,4550 BAC         ,001.jpg                           ,4   ,4458  ,      ,0;86;106
      005.543  ,4550 B20GAC      ,001.jpg                           ,4   ,4458  ,      ,0;89;105
      005.544  ,4550 B30GAC      ,001.jpg                           ,4   ,4458  ,      ,0;95;100
      005.545  ,4550 B40GAC      ,001.jpg                           ,4   ,4458  ,      ,0;90;91
      005.546  ,4550 B50GAC      ,001.jpg                           ,4   ,4458  ,      ,0;86;73
      005.547  ,4550 B80GAC      ,001.jpg                           ,4   ,4458  ,      ,1;89;65
      005.548  ,4550 B90GAC      ,001.jpg                           ,4   ,4458  ,      ,0;96;60
      005.549  ,4550 GAC         ,001.jpg                           ,4   ,4458  ,      ,0;93;44
      005.550  ,4550 G10YAC      ,001.jpg                           ,4   ,4458  ,      ,30;97;42
      005.551  ,4550 G20YAC      ,001.jpg                           ,4   ,4458  ,      ,60;102;40
      005.552  ,4550 G30YAC      ,001.jpg                           ,4   ,4458  ,      ,83;107;37
      005.553  ,4550 G40YAC      ,001.jpg                           ,4   ,4458  ,      ,98;109;34
      005.554  ,4550 G50YAC      ,001.jpg                           ,4   ,4458  ,      ,113;115;33
      005.555  ,4550 G60YAC      ,001.jpg                           ,4   ,4458  ,      ,117;114;31
      005.556  ,4550 G70YAC      ,001.jpg                           ,4   ,4458  ,      ,39;44;113
      005.557  ,4550 R70BAC      ,001.jpg                           ,4   ,4458  ,      ,0;49;115
      005.558  ,4550 R80BAC      ,001.jpg                           ,4   ,4458  ,      ,1;62;116
      005.559  ,4550 R90BAC      ,001.jpg                           ,4   ,4458  ,      ,138;106;16
      005.560  ,4550 YAC         ,001.jpg                           ,4   ,4458  ,      ,148;89;25
      005.561  ,4550 Y30RAC      ,001.jpg                           ,4   ,4458  ,      ,154;81;29
      005.562  ,4550 Y40RAC      ,001.jpg                           ,4   ,4458  ,      ,149;75;37
      005.563  ,4550 Y50RAC      ,001.jpg                           ,4   ,4458  ,      ,144;69;38
      005.564  ,4550 Y60RAC      ,001.jpg                           ,4   ,4458  ,      ,139;59;35
      005.565  ,4550 Y70RAC      ,001.jpg                           ,4   ,4458  ,      ,132;45;34
      005.566  ,4550 Y80RAC      ,001.jpg                           ,4   ,4458  ,      ,119;36;37
      005.567  ,4550 Y90RAC      ,001.jpg                           ,4   ,4458  ,      ,135;134;133
      005.568  ,5000 NAC         ,001.jpg                           ,4   ,4458  ,      ,121;131;133
      005.569  ,5005 B20GAC      ,001.jpg                           ,4   ,4458  ,      ,123;134;132
      005.570  ,5005 B80GAC      ,001.jpg                           ,4   ,4458  ,      ,124;131;121
      005.571  ,5005 G20YAC      ,001.jpg                           ,4   ,4458  ,      ,129;132;120
      005.572  ,5005 G50YAC      ,001.jpg                           ,4   ,4458  ,      ,135;132;117
      005.573  ,5005 G80YAC      ,001.jpg                           ,4   ,4458  ,      ,139;126;128
      005.574  ,5005 R20BAC      ,001.jpg                           ,4   ,4458  ,      ,132;128;133
      005.575  ,5005 R50BAC      ,001.jpg                           ,4   ,4458  ,      ,123;127;133
      005.576  ,5005 R80BAC      ,001.jpg                           ,4   ,4458  ,      ,141;130;115
      005.577  ,5005 Y20RAC      ,001.jpg                           ,4   ,4458  ,      ,141;126;116
      005.578  ,5005 Y50RAC      ,001.jpg                           ,4   ,4458  ,      ,139;126;122
      005.579  ,5005 Y80RAC      ,001.jpg                           ,4   ,4458  ,      ,107;125;131
      005.580  ,5010 B10GAC      ,001.jpg                           ,4   ,4458  ,      ,107;125;127
      005.581  ,5010 B30GAC      ,001.jpg                           ,4   ,4458  ,      ,108;128;128
      005.582  ,5010 B50GAC      ,001.jpg                           ,4   ,4458  ,      ,108;128;124
      005.583  ,5010 B70GAC      ,001.jpg                           ,4   ,4458  ,      ,107;126;119
      005.584  ,5010 B90GAC      ,001.jpg                           ,4   ,4458  ,      ,112;128;114
      005.585  ,5010 G10YAC      ,001.jpg                           ,4   ,4458  ,      ,118;130;115
      005.586  ,5010 G30YAC      ,001.jpg                           ,4   ,4458  ,      ,126;128;110
      005.587  ,5010 G50YAC      ,001.jpg                           ,4   ,4458  ,      ,131;130;107
      005.588  ,5010 G70YAC      ,001.jpg                           ,4   ,4458  ,      ,136;129;107
      005.589  ,5010 G90YAC      ,001.jpg                           ,4   ,4458  ,      ,137;116;119
      005.590  ,5010 R10BAC      ,001.jpg                           ,4   ,4458  ,      ,137;116;124
      005.591  ,5010 R30BAC      ,001.jpg                           ,4   ,4458  ,      ,125;116;128
      005.592  ,5010 R50BAC      ,001.jpg                           ,4   ,4458  ,      ,117;121;134
      005.593  ,5010 R70BAC      ,001.jpg                           ,4   ,4458  ,      ,112;123;134
      005.594  ,5010 R90BAC      ,001.jpg                           ,4   ,4458  ,      ,145;129;105
      005.595  ,5010 Y10RAC      ,001.jpg                           ,4   ,4458  ,      ,142;120;98
      005.596  ,5010 Y30RAC      ,001.jpg                           ,4   ,4458  ,      ,143;119;103
      005.597  ,5010 Y50RAC      ,001.jpg                           ,4   ,4458  ,      ,141;112;102
      005.598  ,5010 Y70RAC      ,001.jpg                           ,4   ,4458  ,      ,138;113;108
      005.599  ,5010 Y90RAC      ,001.jpg                           ,4   ,4458  ,      ,79;108;126
      005.600  ,5020 BAC         ,001.jpg                           ,4   ,4458  ,      ,79;115;128
      005.601  ,5020 B10GAC      ,001.jpg                           ,4   ,4458  ,      ,78;118;124
      005.602  ,5020 B30GAC      ,001.jpg                           ,4   ,4458  ,      ,76;119;118
      005.603  ,5020 B50GAC      ,001.jpg                           ,4   ,4458  ,      ,77;120;113
      005.604  ,5020 B70GAC      ,001.jpg                           ,4   ,4458  ,      ,81;119;107
      005.605  ,5020 B90GAC      ,001.jpg                           ,4   ,4458  ,      ,84;119;100
      005.606  ,5020 GAC         ,001.jpg                           ,4   ,4458  ,      ,87;119;96
      005.607  ,5020 G10YAC      ,001.jpg                           ,4   ,4458  ,      ,102;122;91
      005.608  ,5020 G30YAC      ,001.jpg                           ,4   ,4458  ,      ,114;119;84
      005.609  ,5020 G50YAC      ,001.jpg                           ,4   ,4458  ,      ,124;123;86
      005.610  ,5020 G70YAC      ,001.jpg                           ,4   ,4458  ,      ,133;120;83
      005.611  ,5020 G90YAC      ,001.jpg                           ,4   ,4458  ,      ,136;92;94
      005.612  ,5020 RAC         ,001.jpg                           ,4   ,4458  ,      ,136;92;97
      005.613  ,5020 R10BAC      ,001.jpg                           ,4   ,4458  ,      ,133;92;104
      005.614  ,5020 R20BAC      ,001.jpg                           ,4   ,4458  ,      ,133;96;113
      005.615  ,5020 R30BAC      ,001.jpg                           ,4   ,4458  ,      ,125;95;117
      005.616  ,5020 R40BAC      ,001.jpg                           ,4   ,4458  ,      ,116;98;123
      005.617  ,5020 R50BAC      ,001.jpg                           ,4   ,4458  ,      ,103;99;127
      005.618  ,5020 R60BAC      ,001.jpg                           ,4   ,4458  ,      ,98;103;130
      005.619  ,5020 R70BAC      ,001.jpg                           ,4   ,4458  ,      ,89;106;131
      005.620  ,5020 R80BAC      ,001.jpg                           ,4   ,4458  ,      ,87;109;130
      005.621  ,5020 R90BAC      ,001.jpg                           ,4   ,4458  ,      ,137;116;77
      005.622  ,5020 YAC         ,001.jpg                           ,4   ,4458  ,      ,140;114;77
      005.623  ,5020 Y10RAC      ,001.jpg                           ,4   ,4458  ,      ,147;115;80
      005.624  ,5020 Y20RAC      ,001.jpg                           ,4   ,4458  ,      ,145;109;75
      005.625  ,5020 Y30RAC      ,001.jpg                           ,4   ,4458  ,      ,147;107;79
      005.626  ,5020 Y40RAC      ,001.jpg                           ,4   ,4458  ,      ,147;107;86
      005.627  ,5020 Y50RAC      ,001.jpg                           ,4   ,4458  ,      ,147;103;83
      005.628  ,5020 Y60RAC      ,001.jpg                           ,4   ,4458  ,      ,148;102;89
      005.629  ,5020 Y70RAC      ,001.jpg                           ,4   ,4458  ,      ,142;98;87
      005.630  ,5020 Y80RAC      ,001.jpg                           ,4   ,4458  ,      ,140;94;90
      005.631  ,5020 Y90RAC      ,001.jpg                           ,4   ,4458  ,      ,46;98;123
      005.632  ,5030 BAC         ,001.jpg                           ,4   ,4458  ,      ,47;102;119
      005.633  ,5030 B10GAC      ,001.jpg                           ,4   ,4458  ,      ,40;103;112
      005.634  ,5030 B30GAC      ,001.jpg                           ,4   ,4458  ,      ,36;110;109
      005.635  ,5030 B50GAC      ,001.jpg                           ,4   ,4458  ,      ,31;108;100
      005.636  ,5030 B70GAC      ,001.jpg                           ,4   ,4458  ,      ,37;105;89
      005.637  ,5030 B90GAC      ,001.jpg                           ,4   ,4458  ,      ,52;110;86
      005.638  ,5030 GAC         ,001.jpg                           ,4   ,4458  ,      ,62;112;80
      005.639  ,5030 G10YAC      ,001.jpg                           ,4   ,4458  ,      ,85;111;69
      005.640  ,5030 G30YAC      ,001.jpg                           ,4   ,4458  ,      ,106;113;65
      005.641  ,5030 G50YAC      ,001.jpg                           ,4   ,4458  ,      ,119;115;62
      005.642  ,5030 G70YAC      ,001.jpg                           ,4   ,4458  ,      ,132;115;60
      005.643  ,5030 G90YAC      ,001.jpg                           ,4   ,4458  ,      ,126;67;71
      005.644  ,5030 RAC         ,001.jpg                           ,4   ,4458  ,      ,129;72;80
      005.645  ,5030 R10BAC      ,001.jpg                           ,4   ,4458  ,      ,120;57;77
      005.646  ,5030 R20BAC      ,001.jpg                           ,4   ,4458  ,      ,124;70;95
      005.647  ,5030 R30BAC      ,001.jpg                           ,4   ,4458  ,      ,111;68;100
      005.648  ,5030 R40BAC      ,001.jpg                           ,4   ,4458  ,      ,106;73;110
      005.649  ,5030 R50BAC      ,001.jpg                           ,4   ,4458  ,      ,88;76;119
      005.650  ,5030 R60BAC      ,001.jpg                           ,4   ,4458  ,      ,82;88;128
      005.651  ,5030 R70BAC      ,001.jpg                           ,4   ,4458  ,      ,61;86;126
      005.652  ,5030 R80BAC      ,001.jpg                           ,4   ,4458  ,      ,58;93;126
      005.653  ,5030 R90BAC      ,001.jpg                           ,4   ,4458  ,      ,135;110;56
      005.654  ,5030 YAC         ,001.jpg                           ,4   ,4458  ,      ,141;107;58
      005.655  ,5030 Y10RAC      ,001.jpg                           ,4   ,4458  ,      ,143;103;56
      005.656  ,5030 Y20RAC      ,001.jpg                           ,4   ,4458  ,      ,143;98;60
      005.657  ,5030 Y30RAC      ,001.jpg                           ,4   ,4458  ,      ,145;94;58
      005.658  ,5030 Y40RAC      ,001.jpg                           ,4   ,4458  ,      ,144;90;62
      005.659  ,5030 Y50RAC      ,001.jpg                           ,4   ,4458  ,      ,142;83;58
      005.660  ,5030 Y60RAC      ,001.jpg                           ,4   ,4458  ,      ,142;83;65
      005.661  ,5030 Y70RAC      ,001.jpg                           ,4   ,4458  ,      ,136;78;67
      005.662  ,5030 Y80RAC      ,001.jpg                           ,4   ,4458  ,      ,133;75;71
      005.663  ,5030 Y90RAC      ,001.jpg                           ,4   ,4458  ,      ,0;80;113
      005.664  ,5040 BAC         ,001.jpg                           ,4   ,4458  ,      ,0;85;109
      005.665  ,5040 B10GAC      ,001.jpg                           ,4   ,4458  ,      ,0;91;107
      005.666  ,5040 B20GAC      ,001.jpg                           ,4   ,4458  ,      ,0;92;102
      005.667  ,5040 B30GAC      ,001.jpg                           ,4   ,4458  ,      ,0;92;97
      005.668  ,5040 B40GAC      ,001.jpg                           ,4   ,4458  ,      ,0;93;93
      005.669  ,5040 B50GAC      ,001.jpg                           ,4   ,4458  ,      ,0;91;87
      005.670  ,5040 B60GAC      ,001.jpg                           ,4   ,4458  ,      ,0;91;82
      005.671  ,5040 B70GAC      ,001.jpg                           ,4   ,4458  ,      ,0;93;80
      005.672  ,5040 B80GAC      ,001.jpg                           ,4   ,4458  ,      ,0;91;69
      005.673  ,5040 B90GAC      ,001.jpg                           ,4   ,4458  ,      ,0;93;62
      005.674  ,5040 GAC         ,001.jpg                           ,4   ,4458  ,      ,25;97;56
      005.675  ,5040 G10YAC      ,001.jpg                           ,4   ,4458  ,      ,45;98;52
      005.676  ,5040 G20YAC      ,001.jpg                           ,4   ,4458  ,      ,69;103;52
      005.677  ,5040 G30YAC      ,001.jpg                           ,4   ,4458  ,      ,83;103;43
      005.678  ,5040 G40YAC      ,001.jpg                           ,4   ,4458  ,      ,93;104;42
      005.679  ,5040 G50YAC      ,001.jpg                           ,4   ,4458  ,      ,105;107;45
      005.680  ,5040 G60YAC      ,001.jpg                           ,4   ,4458  ,      ,109;106;39
      005.681  ,5040 G70YAC      ,001.jpg                           ,4   ,4458  ,      ,112;102;26
      005.682  ,5040 G80YAC      ,001.jpg                           ,4   ,4458  ,      ,122;102;34
      005.683  ,5040 G90YAC      ,001.jpg                           ,4   ,4458  ,      ,118;41;50
      005.684  ,5040 RAC         ,001.jpg                           ,4   ,4458  ,      ,109;34;50
      005.685  ,5040 R10BAC      ,001.jpg                           ,4   ,4458  ,      ,106;25;55
      005.686  ,5040 R20BAC      ,001.jpg                           ,4   ,4458  ,      ,109;31;68
      005.687  ,5040 R30BAC      ,001.jpg                           ,4   ,4458  ,      ,95;33;77
      005.688  ,5040 R40BAC      ,001.jpg                           ,4   ,4458  ,      ,89;41;91
      005.689  ,5040 R50BAC      ,001.jpg                           ,4   ,4458  ,      ,69;45;103
      005.690  ,5040 R60BAC      ,001.jpg                           ,4   ,4458  ,      ,47;56;112
      005.691  ,5040 R70BAC      ,001.jpg                           ,4   ,4458  ,      ,21;65;117
      005.692  ,5040 R80BAC      ,001.jpg                           ,4   ,4458  ,      ,0;72;116
      005.693  ,5040 R90BAC      ,001.jpg                           ,4   ,4458  ,      ,133;104;39
      005.694  ,5040 YAC         ,001.jpg                           ,4   ,4458  ,      ,133;97;33
      005.695  ,5040 Y10RAC      ,001.jpg                           ,4   ,4458  ,      ,143;96;38
      005.696  ,5040 Y20RAC      ,001.jpg                           ,4   ,4458  ,      ,142;88;34
      005.697  ,5040 Y30RAC      ,001.jpg                           ,4   ,4458  ,      ,143;83;40
      005.698  ,5040 Y40RAC      ,001.jpg                           ,4   ,4458  ,      ,140;76;43
      005.699  ,5040 Y50RAC      ,001.jpg                           ,4   ,4458  ,      ,133;68;42
      005.700  ,5040 Y60RAC      ,001.jpg                           ,4   ,4458  ,      ,131;61;38
      005.701  ,5040 Y70RAC      ,001.jpg                           ,4   ,4458  ,      ,124;52;43
      005.702  ,5040 Y80RAC      ,001.jpg                           ,4   ,4458  ,      ,115;45;43
      005.703  ,5040 Y90RAC      ,001.jpg                           ,4   ,4458  ,      ,0;74;101
      005.704  ,5045 B10GAC      ,001.jpg                           ,4   ,4458  ,      ,124;124;123
      005.705  ,5500 NAC         ,001.jpg                           ,4   ,4458  ,      ,117;119;121
      005.706  ,5502 BAC         ,001.jpg                           ,4   ,4458  ,      ,120;122;119
      005.707  ,5502 GAC         ,001.jpg                           ,4   ,4458  ,      ,127;120;119
      005.708  ,5502 RAC         ,001.jpg                           ,4   ,4458  ,      ,125;121;114
      005.709  ,5502 YAC         ,001.jpg                           ,4   ,4458  ,      ,0;64;99
      005.710  ,5540 BAC         ,001.jpg                           ,4   ,4458  ,      ,0;70;94
      005.711  ,5540 B10GAC      ,001.jpg                           ,4   ,4458  ,      ,0;73;91
      005.712  ,5540 B20GAC      ,001.jpg                           ,4   ,4458  ,      ,0;74;85
      005.713  ,5540 B30GAC      ,001.jpg                           ,4   ,4458  ,      ,0;76;81
      005.714  ,5540 B40GAC      ,001.jpg                           ,4   ,4458  ,      ,0;80;81
      005.715  ,5540 B50GAC      ,001.jpg                           ,4   ,4458  ,      ,0;72;58
      005.716  ,5540 B80GAC      ,001.jpg                           ,4   ,4458  ,      ,0;79;61
      005.717  ,5540 B90GAC      ,001.jpg                           ,4   ,4458  ,      ,1;82;50
      005.718  ,5540 GAC         ,001.jpg                           ,4   ,4458  ,      ,2;82;47
      005.719  ,5540 G10YAC      ,001.jpg                           ,4   ,4458  ,      ,31;83;37
      005.720  ,5540 G20YAC      ,001.jpg                           ,4   ,4458  ,      ,58;90;44
      005.721  ,5540 G30YAC      ,001.jpg                           ,4   ,4458  ,      ,70;91;27
      005.722  ,5540 G40YAC      ,001.jpg                           ,4   ,4458  ,      ,83;91;37
      005.723  ,5540 G50YAC      ,001.jpg                           ,4   ,4458  ,      ,93;95;31
      005.724  ,5540 G60YAC      ,001.jpg                           ,4   ,4458  ,      ,96;94;33
      005.725  ,5540 G70YAC      ,001.jpg                           ,4   ,4458  ,      ,30;40;98
      005.726  ,5540 R70BAC      ,001.jpg                           ,4   ,4458  ,      ,1;55;101
      005.727  ,5540 R90BAC      ,001.jpg                           ,4   ,4458  ,      ,106;34;33
      005.728  ,5540 Y90RAC      ,001.jpg                           ,4   ,4458  ,      ,113;113;112
      005.729  ,6000 NAC         ,001.jpg                           ,4   ,4458  ,      ,99;108;110
      005.730  ,6005 B20GAC      ,001.jpg                           ,4   ,4458  ,      ,103;111;108
      005.731  ,6005 B80GAC      ,001.jpg                           ,4   ,4458  ,      ,104;111;101
      005.732  ,6005 G20YAC      ,001.jpg                           ,4   ,4458  ,      ,113;115;104
      005.733  ,6005 G50YAC      ,001.jpg                           ,4   ,4458  ,      ,115;111;99
      005.734  ,6005 G80YAC      ,001.jpg                           ,4   ,4458  ,      ,117;103;108
      005.735  ,6005 R20BAC      ,001.jpg                           ,4   ,4458  ,      ,113;107;115
      005.736  ,6005 R50BAC      ,001.jpg                           ,4   ,4458  ,      ,100;104;111
      005.737  ,6005 R80BAC      ,001.jpg                           ,4   ,4458  ,      ,119;109;95
      005.738  ,6005 Y20RAC      ,001.jpg                           ,4   ,4458  ,      ,120;106;97
      005.739  ,6005 Y50RAC      ,001.jpg                           ,4   ,4458  ,      ,119;106;102
      005.740  ,6005 Y80RAC      ,001.jpg                           ,4   ,4458  ,      ,85;102;108
